Name,Categories,Address,City,State,Postcode,Phone,Fax,Latitude,Longitude,Employees,Established,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Dayboro Dental Centre,Hospitals,5-7 Delaney Rd,Dayboro,QLD,4521,(07) 3425 1099,,-27.197118,152.819872,,,Active,56 782 276 374,Business Name,100%,,
Complete Smiles,Hospitals,"Suite 1, 632 Darling Street",Rozelle,NSW,2039,(02) 9818 4464,,-33.86251,151.17119,,,Active,82 115 786 831,Business Name,100%,,
Coburg Denture Clinic,Hospitals,"Nr Coles, Foleys Mall 441 Sydney Rd",Coburg,VIC,3058,0414 518 789,,-37.74278,144.96592,,,Active,97 590 966 929,Business Name,100%,,
City Gentle Dental,Hospitals,"Ground Floor, 175 Liverpool St, Sydney 2000 (Inside Hyde Park Medical Centre)",Sydney,NSW,2000,(02) 9268 0321,(02) 8078 5189,-33.877168,151.210637,1-Oct,1999,Active,15 088 357 975,Business Name,100%,15 088 357 975,088 357 975
City Dental Care Cosmetic Centre,Hospitals,302/ 620 Bourke St,Melbourne,VIC,3000,(03) 9998 2636,,-37.816254,144.955337,,,Active,28 497 420 357,Business Name,100%,,
After Hours Dental Emergency Service-Eastern Suburbs,Hospitals,251 Oxford St,Bondi Junction,NSW,2022,(02) 9387 4777,,-33.891642,151.252472,,,Active,40 566 846 413,Other Name,100%,,
Accessible All Hours Dental Service,Hospitals,272 Burns Bay Rd,Lane Cove,NSW,2066,(02) 9418 6549,,-33.818493,151.151582,1-Oct,,Active,30 732 705 915,Business Name,100%,30 732 705 915,
YAAS Dental Care,Hospitals,407 Princes Hwy,Narre Warren,VIC,3805,(03) 8774 2115,,-38.021464,145.299131,,,,,,,,
Toothsavers Dental Services Pty Ltd,Hospitals,Shp 36 11 Main Street,Mt Annan,NSW,2567,(02) 4647 5555,,-34.048576,150.759087,,,,,,,,
The Gentle Dentist,Hospitals,Suite 5 G/Flat 377 Sussex St,Sydney,NSW,2000,(02) 9267 7174,,-33.87725,151.20442,,,,,,,,
Sydney Smile Centres,Hospitals,16 Maroubra Rd,Pagewood,NSW,2035,(02) 9349 2387,,-33.940058,151.228384,,,,,,,,
Spyrakis T,Hospitals,400 Forest Rd,Bexley,NSW,2207,(02) 9567 4151,,-33.94931,151.12739,,,,,,,,
Shellharbour City Dental,Hospitals,"Shop 1024, Stockland Centre New Lake Entrance Rd",Shellharbour,NSW,2529,(02) 4297 1978,,-34.563424,150.83869,1-Oct,2012,,,,,73 154 413 180,154 413 180
Runcorn Dental,Hospitals,Runcorn Plaza Shop 15 258 Warrigal Rd,Runcorn,QLD,4113,(07) 3841 3960,,-27.588823,153.084287,,1991,,,,,33 102 624 840,
Remote Dental,Hospitals,Lot 802 Anzac Parade,Paraburdoo,WA,6754,0400 473 441,,-23.199361,117.67216,,,,,,,,
Red Apple Dental Care,Hospitals,Unit 2 4 Wade Ct,Girrawheen,WA,6064,(08) 9342 2205,,-31.83789,115.83918,,,,,,,,
Melbourne Dental Vision,Hospitals,513 Princess Hwy,Narre Warren,VIC,3805,(03) 9705 6500,,-38.027398,145.310717,,,,,,,,145 759 771
Karwarz D,Hospitals,21/19 Atchison St,Wollongong,NSW,2500,(02) 4226 9899,,-34.42733,150.89099,,,,,,,,
Ironside Advanced Dental,Hospitals,2 281 Sussex Street Rd,Sydney,NSW,2000,(02) 9267 3495,,-33.873651,151.20689,,,,,,,,
GC Dental,Hospitals,Lvl 6 229 Macquarie St,Sydney,NSW,2000,(02) 9222 9999,,-33.86858,151.211812,,,,,,,,
Fresh Smiles Orthodontics,Hospitals,84 Aphrasia St,Newtown,VIC,3220,(03) 5244 4466,,-38.149827,144.33742,,,,,,,,
'Fill The Gap' Hygienist - Therapist Recuitment Agency,Hospitals,,Brunswick,VIC,3056,0405 229 226,,-37.767872,144.961929,,,,,,,,
Dr Christopher Potter,Hospitals,148 New South Head Rd,Edgecliff,NSW,2027,0418 825 977,,-33.87846,151.235866,,,,,,,,
Direct Denture Care,Hospitals,217 Wanneroo Rd,Balcatta,WA,6021,(08) 9401 1195,,-31.88857,115.836896,,,,,,,,
Dentalini,Hospitals,118 Alfred St,Milsons Point,NSW,2061,(02) 8920 3000,,-33.84394,151.21036,,,,,,,,
Cronulla Beach Dental,Hospitals,18 Laycock Ave,Cronulla,NSW,2230,(02) 9523 5625,,-34.057017,151.152237,,,,,,,,
Coolangatta Dental Group,Hospitals,144 Murwillumbah St,Murwillumbah,NSW,2484,(02) 6672 1068,,-28.32659,153.394871,,,,,,,,
Bupa Dental,Hospitals,402 South Rd,Moorabbin,VIC,3189,(03) 9103 2407,,-37.934011,145.039732,,,,,,,,
Bupa Dental,Hospitals,"Westfield Hornsby, Level 3 Near Target 236 Pacific Hwy",Hornsby,NSW,2077,(02) 9477 2100,,-33.704862,151.100182,,,,,,,,
A-Smile Dental,Hospitals,31 York St,Taree,NSW,2430,(02) 6551 0427,,-31.909887,152.453878,,,,,,,,
After Hours Dental Emergency,Hospitals,61 Rawson St,Epping,NSW,2121,0414 711 668,,-33.771516,151.079994,,,,,,,,
A.B. Bondi Dental Laboratories,Hospitals,177 Bondi Rd,Bondi,NSW,2026,(02) 9389 4929,,-33.89427,151.26439,,,,,,,,
A Able Beverly Hills Dental Emergency Services,Hospitals,419 King Georges Rd,Beverly Hills,NSW,2209,0407 785 800,,-33.949523,151.080825,,,,,,,,
24 Hour Dentist,Hospitals,1/1 Wrights Rd,Drummoyne,NSW,2047,(02) 9977 7056,,-33.850723,151.154725,,,,,,,,
24 / 7 Dental,Hospitals,73 Keys Rd,Moorabbin,VIC,3189,(03) 9044 0777,,-37.948448,145.066934,,,,,,,,
Yaghi Irena Dr,Hospitals,11 Selems Parade,Revesby,NSW,2212,(02) 9792 6633,,-33.951253,151.014959,,,,,,,,
Wynyard Dental Clinic,Hospitals,131 Clarence St,Sydney,NSW,2000,(02) 9262 5331,,-33.86738,151.20477,1-Oct,1995,,,,,,
Wynyard Dental Clinic,Hospitals,131 Clarence St,Sydney,NSW,2000,(02) 9262 5331,,-33.867378,151.204754,1-Oct,1995,,,,,81 305 085 592,
Wynyard Dental Clinic,Hospitals,131 Clarence Street,Sydney,NSW,2000,(02) 8302 8015,,-33.867378,151.204754,1-Oct,1995,,,,,81 305 085 592,
Wong F K S K,Hospitals,,Leumeah,NSW,2560,(02) 4625 3830,,-34.0516761,150.830568,,,,,,,,
Wisdom Teeth Professionals The,Hospitals,412 Collins St,Melbourne,VIC,3000,1300 217 858,,-37.81699,144.960489,,,,,,,,
Willis Ian,Hospitals,114 Head St,Brighton,VIC,3186,(03) 9596 6611,,-37.89272,144.99658,,,,,,,,
Wamuran Dental Centre,Hospitals,Shop 5 1102-1110 D'aguilar Hwy,Wamuran,QLD,4512,(07) 5496 6888,,-27.039563,152.858591,,,,,,,,
VISION DENTAL,Hospitals,Vision Dental,Menai,NSW,2234,(02) 9543 4222,,-34.01283216,151.017445,,,,,,,,
Turk Carlos Dr,Hospitals,17 Gerard St,Cremorne,NSW,2090,(02) 9953 4189,,-33.82894,151.22586,,,,,,,,
Tuan Tran Dr,Hospitals,68 Derby St,Kingswood,NSW,2747,(02) 4737 3377,,-33.761365,150.711972,,,,,,,,
Ton Genevieve,Hospitals,402 Concord Rd,Concord West,NSW,2138,(02) 9743 2262,,-33.837865,151.087418,,,,,,,,
The Healthy Tooth Team,Hospitals,17 Ryedale Rd,West Ryde,NSW,2114,(02) 9809 7479,,-33.807764,151.09095,,,,,,,,
The Family Dentist,Hospitals,156 Pendle Way,Pendle Hill,NSW,2145,(02) 9631 0988,,-33.801127,150.955562,,,,,,,,
The Emergency Dentist Sydney,Hospitals,Suite 601a 185 Elizabeth St,Sydney,NSW,2000,(02) 8283 6493,,-33.872385,151.209621,,,,,,,,
The Dental Surgery,Hospitals,23 Cook Parade,St Clair,NSW,2759,(02) 9670 6266,,-33.79924,150.77715,,,,,,,,
Taylor Dental Implants and Aesthetics,Hospitals,Robina Quays Shopping Centre Shop 12 361 Robina Pkwy,Robina,QLD,4227,(07) 5648 0909,,-28.071441,153.393881,,,,,,,,
Tarneit Dental Care,Hospitals,429 Sayers Rd,Hoppers Crossing,VIC,3029,(03) 9749 4491,,-37.850586,144.702156,,,,,,,,
Sydney Smile Care,Hospitals,201 Railway Parade,Cabramatta,NSW,2166,(02) 9727 6688,,-33.89497,150.93824,,,,,,,,
Surfers Paradise Dental Equipment Service,Hospitals,10 Castlerock St,Parkwood,QLD,4214,(07) 5594 0610,,-27.955217,153.375886,,,,,,,,
Sunshine Coast Smile Centre,Hospitals,"Level 2, Cnr The Esplanade and Second Ave,",Cotton Tree,QLD,4558,(07) 5443 2800,(07) 5443 3822,-26.654742,153.096068,1-Oct,2007,,,,,63 710 936 195,
Studfield Dental Group,Hospitals,8/249 Stud Rd,Wantirna South,VIC,3152,(03) 9887 0888,(03) 9801 0711,-37.860929,145.240042,1-Oct,1989,,,,,28 427 364 968,
Springdale Family Dental,Hospitals,31 High St,Drysdale,VIC,3222,(03) 5251 1907,,-38.174918,144.56894,,,,,,,,
Sparkle Dental care Bayside.,Hospitals,33 Willis St,Hampton,VIC,3188,(03) 9598 5505,,-37.936188,145.001957,,,,,,,,
South Terrace Dental Centre,Hospitals,74 South Tce,South Perth,WA,6151,(08) 9367 9400,,-31.988297,115.862995,,,,,,,,
Smile Science Denture Clinic,Hospitals,4 Quality Way,Mitcham,VIC,3132,(03) 9872 3087,,-37.816855,145.193358,,,,,,,,
Sing Sing Dental Clinic,Hospitals,8/ 478 William St,Perth,WA,6000,(08) 9328 9693,,-31.941363,115.863804,,,,,,,,
Rosalie Dental,Hospitals,7/ 165 Baroona Rd,Paddington,QLD,4064,(07) 3369 5711,,-27.46588,152.99672,,,,,,,,
Rod Herbert Denture Clinic,Hospitals,199 High St,Fremantle,WA,6160,(08) 9335 3317,,-32.053035,115.7499073,,,,,,,,
Riverina Smiles Dentist,Hospitals,54 Denison St,Finley,NSW,2713,(03) 5883 4832,,-35.641759,145.576364,,,,,,,,
Railway Street Dental Surgery,Hospitals,6 Railway St,Southport,QLD,4215,(07) 5531 2053,,-27.962787,153.412622,,,,,,,,
Pyrmont Dental Health,Hospitals,Suite 3 / 19 Harris St,Pyrmont,NSW,2009,(02) 9518 6262,,-33.86628,151.19192,,,,,,,,
Priority Dental Pty Ltd,Hospitals,73 Marion St,Harris Park,NSW,2150,(02) 9633 3805,,-33.822773,151.009739,,,,,,,,
Perth Dental Clinic,Hospitals,170 Brisbane St,Perth,WA,6000,89377777,,-31.943237,115.86392,,,,,,,,
Pendle Hill Family Dental Clinic,Hospitals,156 Pendle Way,Pendle Hill,NSW,2145,(02) 9630 4631,,-33.801127,150.955562,1-Oct,,,,,,52 098 348 098,
Pendle Hill Family Dental Centre,Hospitals,156 Pendle Way,Pendle Hill,NSW,2145,(02) 9369 7050,,-33.801127,150.955562,,,,,,,,
Pagewood Dental Surgery,Hospitals,,Maroubra,NSW,2035,(02) 9327 7732,,-33.9420292,151.2383355,,,,,,,,
Northern Beaches Dental Emergency Service,Hospitals,685 Pittwater Rd,Dee Why,NSW,2099,(02) 9971 6350,,-33.75309,151.28544,,1998,,,,,,
Nimb Dental Clinic,Hospitals,63 Denison St,Finley,NSW,2713,(03) 5883 1633,,-35.642171,145.57527,,,,,,,,
Nicholas Calpis,Hospitals,"Commonwealth Bank Building,377 Anzac Pde",Kingsford,NSW,2032,(02) 9663 0509,,-33.92442,151.22757,,,,,,,,
Ngo James,Hospitals,14 Burwood Rd,Burwood,NSW,2134,(02) 9747 1988,,-33.869882,151.105477,,,,,,,,
Navea Enrico A. Dr,Hospitals,25 Mossberry St,Blair Athol,NSW,2560,(02) 4620 4597,,-34.06462,150.80135,,,,,,,,
Myles Lear Dr,Hospitals,Cremorne Town Centre Shop 6 287 Military Rd,Cremorne,NSW,2090,(02) 9953 0895,,-33.82882,151.22979,,,,,,,,
Mydenture Clinic - Mudgee,Hospitals,342 Frome St,Mudgee,NSW,2850,0414 408 090,,-32.590521,149.588761,,,,,,,,
Mydenture Clinic,Hospitals,159 Maitland St,Narrabri,NSW,2390,0414 408 090,,-30.324241,149.78202,,,,,,,,
Mydenture clinic,Hospitals,94 Taylor St,Glen Innes,NSW,2370,0414 408 090,,-29.732549,151.732085,,,,,,,,
Mouthguards Melbourne,Hospitals,378 Canterbury Rd,Surrey Hills,VIC,3127,1300 508 553,,-37.826217,145.097393,,,,,,,,
Mount Pleasant Dental,Hospitals,860 Canning Hwy,Applecross,WA,6153,(08) 9364 5580,(08) 9364 5580,-32.014565,115.844324,,,,,,,56 516 807 050,
Marrickville Dental Care,Hospitals,Shop 4/ 296 Marrickville Rd,Marrickville,NSW,2204,(02) 9569 2561,,-33.910532,151.155922,,,,,,,,
Luisa Sanin,Hospitals,55 Claremont St,South Yarra,VIC,3141,(03) 8772 5111,,-37.836197,144.993721,,,,,,,,
Lui Dr Pinky,Hospitals,Suite GO 4/ 10 Edgeworth David Ave,Hornsby,NSW,2077,(02) 9476 6265,,-33.70581,151.09971,,,,,,,,
LifeCare Dental Kingsway,Hospitals,168 Wanneroo Rd,Madeley,WA,6065,(08) 9309 7300,,-31.819243,115.823973,21-50,1989,,,,,39 261 217 613,
Lee Matthew Dr,Hospitals,3/ 14 Ethel St,Eastwood,NSW,2122,(02) 9858 3000,,-33.78966,151.08388,,,,,,,,
Laser Root Canal,Hospitals,Lvl 4/ 307 Pitt St,Sydney,NSW,2000,(02) 9268 0778,,-33.87356,151.20806,,,,,,,,
Kumar Yogesh,Hospitals,18 Flushcombe Rd,Blacktown,NSW,2148,0409 304 495,,-33.770341,150.908207,,,,,,,17 909 831 694,
Klimowitsky Simon,Hospitals,955 Centre Rd,Bentleigh East,VIC,3165,0413 169 833,,-37.922845,145.074561,,,,,,,,
Kim Michael Dr,Hospitals,"Suite 2, 31 Terminus",Castle Hill,NSW,2154,(02) 9899 1404,,-33.73522,151.00492,,,,,,,,
Hitek Family Dental Care,Hospitals,82 Byng St,Orange,NSW,2800,(02) 6362 1987,,-33.281328,149.096318,,,,,,,,
Harrington Park Dental Care,Hospitals,Shop 15c Harrington Park Plaza 23 Fairwater Dr,Harrington Park,NSW,2567,(02) 4647 9768,,-34.028455,150.733899,,,,,,,,
Gregory S. Sharman,Hospitals,,Frankston,VIC,3199,0418 534 624,,-38.1413993,145.1224639,,,,,,,,
George St Dental Surgery,Hospitals,195 George St,Bathurst,NSW,2795,(02) 6331 7477,,-33.41793,149.576451,,,,,,,,
Gazelakis Tim,Hospitals,266 Moreland Rd,Brunswick,VIC,3056,(03) 9314 2741,,-37.75493,144.95759,,,,,,,,
Fremantle Dentures,Hospitals,1st Floor 120 High St,Fremantle,WA,6160,(08) 9430 8676,,-32.054107,115.747035,,,,,,,,
Family Dental Care in Melbourne from Tarneit Smiles,Hospitals,937 Sayers Rd,Tarneit,VIC,3029,(03) 8742 4788,,-37.845389,144.655011,,,,,,,,
Emergency Dentistry Sydney,Hospitals,307 Pitt St,Sydney,NSW,2000,(02) 9283 7220,,-33.873615,151.207772,,,,,,,,
Emergency Dental Services,Hospitals,95A Blaxland Rd,Ryde,NSW,2112,(02) 9809 3574,,-33.813438,151.106164,1-Oct,,,,,,63 137 065 813,
East Bentleigh Dental Group,Hospitals,781 Centre Rd,Bentleigh East,VIC,3165,(03) 9575 1100,,-37.920797,145.058159,,,,,,,,
Dr. Tim Hart,Hospitals,Gallery Arcade 445 Victoria Ave,Chatswood,NSW,2067,(02) 9412 2295,,-33.79624,151.18191,,,,,,,,
Dr. S. Jacobson & Dr. B. Kolber Dentistry,Hospitals,281 Orrong Rd,St Kilda East,VIC,3183,(03) 9527 2273,,-37.867226,145.008886,,,,,,,,
Dr. Ritesh Barua,Hospitals,Entry Via Daisy Street Unit 3 82-84 Princes Hwy,Fairy Meadow,NSW,2519,(02) 4244 1930,,-34.392485,150.893546,,,,,,,,
Dr Parisa Javady,Hospitals,55 Railway St,Corrimal,NSW,2518,(02) 4285 1222,,-34.373429,150.899485,,,,,,,,
Dr Parisa Javady,Hospitals,20-22 Underwood St,Corrimal,NSW,2518,(02) 4285 1222,,-34.369858,150.896473,,,,,,,,
Dr Mohammed Sohail Memon,Hospitals,"Mount Druitt Dental, Shopsmart Medical Hub,Suite G 5, Mb 2, Westfield Mt Druitt, Cnr Castle Ave and Luxford Rd",Mt Druitt,NSW,2770,(02) 9042 1830,,-33.7661803,150.816708,,,,,,,,
Dr Mohammed Sohail Memon,Hospitals,Westfield Mt Druitt Cnr Castle Ave and Luxford Rd,Mt Druitt,NSW,2770,(02) 9042 1830,,-33.7659155,150.8187105,,,,,,,,
Dr Mohammed Sohail Memon,Hospitals,"Haside Australia, Unit 2 (Inside Universal Dental Centre), 18 Carlton Street",Granville,NSW,2142,0474 180 005,,-33.833396,151.009245,,,,,,,,
Dr Mohammed Sohail Memon,Hospitals,Universal Dental Centre 18 Carlton Street,Granville,NSW,2142,(02) 9637 1084,,-33.833396,151.009245,,,,,,,,
Dr Leo Wilkinson,Hospitals,47 Kirkwood Rd,Tweed Heads South,NSW,2486,(07) 5523 1666,,-28.19838,153.54458,,,,,,,,
Diamond Creek Family Dental,Hospitals,94 Main Hurstbridge Rd,Diamond Creek,VIC,3089,(03) 9438 3438,,-37.674855,145.161648,,,,,,,,
Denture Professionals Perth,Hospitals,24/ 53 Cecil Ave,Cannington,WA,6107,(08) 9451 1477,,-32.01473,115.941391,,,,,,,,
Denture Emergency Repairs,Hospitals,265A Bambra Rd,Caulfield South,VIC,3162,0425 854 612,,-37.892167,145.027574,,,,,,,,
Dentists Chair The,Hospitals,Suite 6 Barkly Square 55 Barkly St,Mornington,VIC,3931,(03) 5977 1507,,-38.22163,145.03871,,,,,,,,
Dentex Rockdale,Hospitals,7 The Seven Way,Rockdale,NSW,2216,(02) 8567 6155,,-33.952813,151.136898,,,,,,,,
Dental Art Centre,Hospitals,31 Haldon St,Lakemba,NSW,2195,(02) 9759 4344,,-33.918725,151.07678,1-Oct,,,,,,,
Dental After Hours Emergency Service,Hospitals,246 Glebe Point Rd,Glebe,NSW,2037,(02) 9692 0333,,-33.874767,151.182646,,,,,,,,
Dental After Hours Emergency,Hospitals,6 Bridge St,Lidcombe,NSW,2141,0412 160 047,,-33.864552,151.043326,,,,,,,,
Dental After Hours Emergency,Hospitals,10/ 103 Majors Bay Rd,Concord,NSW,2137,0412 160 047,,-33.85482,151.1034,,,,,,,,
Del Vecchio Joseph A,Hospitals,Unit 9/ 83 George St,Parramatta,NSW,2150,(02) 9635 4208,,-33.81497,151.00736,,,,,,,44 364 405 884,
Del Solar Paul Dr,Hospitals,58 Queen St,Berry,NSW,2535,(02) 4464 1055,,-34.775299,150.692794,,,,,,,,
Davies R T,Hospitals,110 Doveton St South,Ballarat,VIC,3350,0400 278 667,,-37.564938,143.854178,,,,,,,,
Darling Range Dentures,Hospitals,6170 Great Eastern Hwy,Mundaring,WA,6073,(08) 9295 2815,,-31.901622,116.155048,,,,,,,,
Craig P Whitehead Denture Clinic,Hospitals,57 James St,Northcote,VIC,3070,(03) 9482 4822,,-37.775241,144.999833,,,,,,,,
Coorparoo Smile Dental,Hospitals,Lvl 1/ 387 Cavendish Rd,Coorparoo,QLD,4151,(07) 3397 6670,,-27.507235,153.063355,,,,,,,,
Con Paul Melas,Hospitals,127 Belmore Rd,Randwick,NSW,2031,(02) 9398 4414,,-33.916065,151.240978,,,,,,,,
"Classic Smiles, Fine Cosmetic & Implant Dentistry",Hospitals,101F Menai Central,Menai,NSW,2234,(02) 9543 6666,,-34.0158719,151.0127218,,,,,,,,
Classic Smiles Dental,Hospitals,"101 Menai Central, Cnr Menai and Carter Rds,",Menai,NSW,2234,(02) 9543 6666,,-34.016405,151.013076,,,,,,,,
City Smile Dental Centre,Hospitals,Suite 3 Level 3 60 Park St,Sydney,NSW,2000,(02) 9264 1592,,-33.87306,151.2097,,,,,,,,
Cherry Jo-Anne Dr,Hospitals,6th Flr 15 Collins St,Melbourne,VIC,3000,(03) 9650 2863,,-37.81385,144.97337,,,,,,,,
Chatswood Dental Clinic,Hospitals,695 Pacific Hwy,Chatswood,NSW,2067,(02) 8078 6611,,-33.800881,151.17993,,,,,,,,
"Chapman L, Chen M, Habibi B, Habibi M, DeSouza S, Toigo R, Harichandran R",Hospitals,"St Ives, St Ives Shopping Village, G 3/166 Mona Vale Rd",St Ives,NSW,2075,(02) 9983 1166,,-33.729395,151.15821,,,,,,,,
Central Smiles,Hospitals,19 Martin Pl,Sydney,NSW,2000,(02) 8766 0452,,-33.868478,151.209236,,,,,,,,
Central Brisbane Dental,Hospitals,Suite 5 Manor Apartments 289 Queen St,Brisbane,QLD,4000,(07) 3221 8816,,-27.467691,153.028263,,,,,,,,
Casiglia Mark,Hospitals,1 Finlayson St,Lane Cove,NSW,2066,(02) 9420 5050,,-33.813181,151.168821,,,,,,,,
Canceri. A,Hospitals,"8th Floor, Suite 813 St James Trust Bldg 185 Elizabeth St",Sydney,NSW,2000,(02) 9264 1592,,-33.87239,151.20962,,,,,,,,
Bush D. Erika Dr & Associates,Hospitals,76 Yarrara Rd,Pennant Hills,NSW,2120,(02) 9484 5198,,-33.737804,151.071714,,,,,,,,
Broadwalk Dental Services,Hospitals,Suite 11/ 458 High St,Penrith,NSW,2740,1800 226 688,,-33.75366,150.6961,,,,,,,,
Blue Gum Dental Clinic,Hospitals,Basement 64 Cranford Ave,Mt Pleasant,WA,6153,(08) 9316 2603,,-32.04103,115.84955,,,,,,,,
Bite Wise,Hospitals,,Duncraig,WA,6023,(08) 9447 6444,,-31.8341204,115.7835905,,,,,,,,
Bangor Dental 121 yala and Menai road Bangor suite 3 Level 1,Hospitals,Bangor Shopping Centre Ground Floor Suite 3 121 Yala Rd,Bangor,NSW,2234,(02) 9543 1897,,-34.018105,151.029097,,,,,,,,
Bangor Dental,Hospitals,Bangor Shopping Centre Level 1 121 Yala Rd,Bangor,NSW,2234,(02) 9543 1897,,-34.018105,151.029097,,,,,,,,
Bachmayer Orthodontic Clinic,Hospitals,13 Grose St,Parramatta,NSW,2150,(02) 9498 7792,,-33.806712,151.003623,,,,,,,,
Australian Dental Association (NSW Branch) Ltd The,Hospitals,69 Nicholson St,St Leonards,NSW,2065,(02) 8436 9900,,-33.824845,151.197201,,,,,,,,
Aura Dental Boutique & Clinic,Hospitals,Shop 8a 2-4 High St,Bayswater,VIC,3153,(03) 9738 0088,,-37.841942,145.265757,,2009,,,,,,
Ashwood Dental Laboratory,Hospitals,487 Warrigal Rd,Ashwood,VIC,3147,(03) 9885 9199,,-37.86398,145.09352,,,,,,,,
Ashdental,Hospitals,469 Warrigal Rd,Ashwood,VIC,3147,(03) 9885 3699,,-37.862769,145.09341,,,,,,,,
All Day Everyday Dental Emergency,Hospitals,117 Barkers Rd,Kew,VIC,3101,(03) 9853 1811,,-37.81342,145.02848,,,,,,,,
After Hours Dentist,Hospitals,19a/ 397 New South Head Rd,Double Bay,NSW,2028,0433 023 207,,-33.878135,151.24302,,,,,,,,
After Hours Dental Emergency Willoughby,Hospitals,,Chatswood,NSW,2067,(02) 9958 6458,,-33.7960783,151.1830913,,,,,,,,
Absolutely All Hours Dental Emergency Service,Hospitals,59 Grosvenor St,Bondi Junction,NSW,2022,(02) 9369 2101,,-33.892027,151.249824,,,,,,,,
A Dental Clinic In The Fairfield Chase 24hr Medical & Dental Centre,Hospitals,,Fairfield,NSW,2165,(02) 9723 6035,,-33.8709273,150.9555848,,,,,,,,
A After Hours Dental Emergency on 9389 3333,Hospitals,110 Spring St Cnr Bronte Rd,Bondi Junction,NSW,2022,(02) 9389 3333,,-33.89264,151.24948,,,,,,,,
A After Hours 6 Day Dental Emergency,Hospitals,"Ground Floor, 7a - 304 The Kingsway",Caringbah,NSW,2229,(02) 9524 8877,,-34.036246,151.115684,,,,,,,,
A AA Dental Emergencies,Hospitals,268-270 Foote St,Templestowe,VIC,3106,(03) 9846 7175,,-37.761,145.13951,,,,,,,,
A 24 Hr 7 Day Emergency Service,Hospitals,14/ 695 The Horsley Dr,Smithfield,NSW,2164,(02) 9609 7959,,-33.85252,150.93918,,,,,,,,
Wymedical Pty Ltd,Hospitals,466 Fullarton Rd,Myrtle Bank,SA,5064,(08) 8338 6011,,-34.961043,138.626964,,,Active,11 007 974 281,Entity Name,25%,,
Vita-Com,Hospitals,,Norwood,SA,5067,1300 566 860,,-34.9272899,138.6279018,,,Active,72 138 535 636,Trading Name,25%,,
Trackman,Hospitals,17 Bracadale Ave,Duncraig,WA,6023,(08) 9447 1245,,-31.830584,115.781223,,,Active,39 317 862 344,Entity Name,25%,,
Surtecs Surgical Equipment Repair,Hospitals,29B Barnett Ave,Glynde,SA,5070,0414 668 475,,-34.89359,138.65469,,,Active,72 297 458 899,Business Name,25%,,
Smartline Machinery,Hospitals,PO Box 532,Buderim,QLD,4556,(07) 5478 9977,,-26.6847592,153.0537382,,1992,Active,73 064 471 471,Trading Name,25%,,
Sexton Trading Company,Hospitals,72 Crockford St,Northgate,QLD,4013,(07) 3265 9999,(07) 3260 6079,-27.387588,153.079095,Nov-20,1932,Active,68 009 829 485,Entity Name,25%,68 009 829 485,
SESS,Hospitals,62 Secam St,Mansfield,QLD,4122,(07) 3849 1077,,-27.529083,153.098504,,,Active,78 090 985 434,Entity Name,25%,,
Richards Medical,Hospitals,Unit 7A 100 New St,Ringwood,VIC,3134,(03) 9876 9944,,-37.82064,145.21836,,,Active,23 167 684 988,Entity Name,25%,,
Rauland Australia Pty Ltd,Hospitals,Suite 3/404- 412 Military St,Cremorne,NSW,2090,(02) 9908 1777,,-33.82777,151.23082,,,Active,63 056 360 653,Entity Name,25%,,
Pelican Manufacturing,Hospitals,5 Ruse St,Osborne Park,WA,6017,(08) 9444 4577,,-31.908167,115.815992,,,Active,39 008 771 873,Entity Name,25%,,
Nursing Innovations Pty Ltd,Hospitals,82 Basildon Rd,Lesmurdie,WA,6076,(08) 9271 4844,,-32.00581,116.03471,,,Active,92 347 834 602,Other Name,25%,,
